# StartTime = 07/20/2018 01:57:57.9559 PM
Time (sec), Vehicle speed (MPH), Engine RPM (RPM), Absolute throttle position (%), Absolute load value (%)
34,64.00124,3585,23.13725,36.86274
34.065,64.00124,3585,23.13725,36.07843
34.125,64.00124,3585,23.13725,36.07843
34.189,64.00124,3586,23.13725,36.07843
34.249,64.00124,3586,23.13725,36.07843
34.311,64.00124,3586,23.13725,36.07843
34.375,64.00124,3588,23.13725,36.07843
34.439,64.00124,3588,23.13725,36.47059
34.499,64.00124,3588,23.13725,36.47059
34.561,64.00124,3588,23.13725,36.47059
34.625,64.00124,3593,23.13725,36.47059
34.743,64.00124,3593,23.13725,36.47059
34.799,64.00124,3593,23.13725,36.47059
34.859,64.00124,3593,23.13725,36.47059
34.923,64.00124,3597,23.13725,36.47059
34.983,64.00124,3597,23.13725,36.07843
35.049,64.00124,3597,23.13725,36.07843
35.109,64.00124,3600,23.13725,36.07843
35.173,64.00124,3600,23.13725,36.86274
35.233,64.00124,3600,23.13725,36.86274
35.299,64.00124,3600,23.13725,36.86274
35.359,64.00124,3604,23.13725,36.86274
35.423,64.00124,3604,23.13725,36.07843
35.483,64.00124,3604,23.13725,36.07843
35.549,64.00124,3609,23.13725,36.07843
35.609,64.00124,3609,23.13725,35.68628
35.673,64.6226,3609,23.13725,35.68628
35.733,64.6226,3609,23.13725,35.68628
35.798,64.6226,3614,23.13725,35.68628
35.858,64.6226,3614,23.13725,36.86274
35.923,64.6226,3614,23.13725,36.86274
35.983,64.6226,3619,23.13725,36.86274
36.049,64.6226,3619,23.13725,36.07843
36.109,64.6226,3619,23.13725,36.07843
36.173,64.6226,3619,23.13725,36.07843
36.233,64.6226,3609,23.13725,36.07843
36.299,64.6226,3609,23.13725,35.29412
36.359,64.6226,3609,23.13725,35.29412
36.423,64.6226,3619,22.7451,35.29412
36.483,64.6226,3619,22.7451,34.90196
36.549,64.6226,3619,22.7451,34.90196
36.609,64.6226,3619,22.7451,34.90196
36.673,64.6226,3624,22.35294,34.90196
36.734,64.6226,3624,22.35294,34.11765
36.799,64.6226,3624,22.35294,34.11765
36.86,64.6226,3610,17.64706,34.11765
36.924,64.6226,3610,17.64706,15.68627
36.984,64.00124,3610,17.64706,15.68627
37.049,64.00124,3559,17.64706,15.68627
37.109,64.00124,3559,17.2549,11.37255
37.173,64.6226,3559,17.2549,11.37255
37.233,64.6226,3559,17.2549,11.37255
37.299,64.6226,3279,16.47059,11.37255
37.359,64.6226,3279,16.47059,12.15686
37.423,64.00124,3279,16.47059,12.15686
37.483,64.00124,3279,16.47059,12.15686
37.549,64.00124,3279,16.47059,12.15686
37.609,64.00124,3279,16.47059,12.15686
37.673,64.00124,3279,16.47059,12.15686
37.735,64.00124,3279,16.47059,12.15686
37.796,64.00124,2958,15.68627,10.58823
37.86,64.00124,2958,15.68627,10.58823
37.922,64.00124,2958,15.68627,10.58823
37.986,64.00124,2230,22.35294,10.58823
38.049,63.37986,2230,22.35294,16.47059
38.111,63.37986,2230,22.35294,16.47059
38.174,63.37986,3061,27.84314,16.47059
38.233,63.37986,3061,27.84314,53.33333
38.296,64.00124,3061,27.84314,53.33333
38.362,64.00124,3298,27.84314,53.33333
38.422,64.00124,3298,28.23529,60.78431
38.486,64.00124,3298,28.23529,60.78431
38.546,64.00124,3298,28.23529,60.78431
38.61,64.00124,3164,28.23529,60.78431
38.674,64.00124,3164,28.23529,65.09804
38.735,64.00124,3164,28.23529,65.09804
38.799,64.00124,2948,28.23529,65.09804
